Record Date,State Name,Interest Rate Percent,Outstanding Advance Balance,Advance Authorization Current Month,Gross Advance Draws Current Month,Interest Accrued Fiscal Year to Date,Interest Paid Amount,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2/17/21,Louisiana,2.2777,133460334.3,100000000,0,0,0,10,2021,2,2021,1,2,17
2/17/21,Maryland,2.2777,0,150000000,0,0,0,11,2021,2,2021,1,2,17
2/17/21,Massachusetts,2.2777,2211979493,456000000,0,0,0,12,2021,2,2021,1,2,17
2/17/21,Minnesota,2.2777,1171312120,400000000,109433283.2,0,0,13,2021,2,2021,1,2,17
2/17/21,Nevada,2.2777,171414855.6,155654441,14758137.46,0,0,14,2021,2,2021,1,2,17
2/17/21,New Jersey,2.2777,834270674.1,500000000,143511000,0,0,15,2021,2,2021,1,2,17
2/17/21,New Mexico,2.2777,206997691,125000000,799760.12,0,0,16,2021,2,2021,1,2,17
2/17/21,New York,2.2777,9806804589,1000000000,269019326.2,0,0,17,2021,2,2021,1,2,17
2/17/21,Ohio,2.2777,1453570399,125000000,14189000,0,0,18,2021,2,2021,1,2,17
2/17/21,Pennsylvania,2.2777,1137942464,500000000,44486421.25,0,0,19,2021,2,2021,1,2,17
2/17/21,Texas,2.2777,6414537576,500000000,31637961.05,0,0,20,2021,2,2021,1,2,17
2/17/21,Virgin Islands,2.2777,92318712.2,6000000,2576289,0,0,21,2021,2,2021,1,2,17
2/17/21,Virginia,2.2777,0,30000000,0,0,0,22,2021,2,2021,1,2,17
2/17/21,West Virginia,2.2777,157086393,125000000,338877.16,0,0,23,2021,2,2021,1,2,17
2/16/21,California,2.2777,19147316234,2500000000,966500000,0,0,1,2021,2,2021,1,2,16
2/16/21,Colorado,2.2777,823006583.2,500000000,0,0,0,2,2021,2,2021,1,2,16
2/16/21,Connecticut,2.2777,577224940.9,100000000,8150460.86,0,0,3,2021,2,2021,1,2,16
2/16/21,District of Columbia,2.2777,0,14000000,0,0,0,4,2021,2,2021,1,2,16
2/16/21,Georgia,2.2777,60000000,105000000,39500000,0,0,5,2021,2,2021,1,2,16
2/16/21,Hawaii,2.2777,694287164.5,230065000,17145320.17,0,0,6,2021,2,2021,1,2,16
2/16/21,Illinois,2.2777,3741789852,490000000,89589345.63,0,0,7,2021,2,2021,1,2,16
2/16/21,Indiana,2.2777,0,120000000,0,0,0,8,2021,2,2021,1,2,16
2/16/21,Kentucky,2.2777,505745328.5,350000000,0,0,0,9,2021,2,2021,1,2,16
2/16/21,Louisiana,2.2777,133460334.3,100000000,0,0,0,10,2021,2,2021,1,2,16
2/16/21,Maryland,2.2777,0,150000000,0,0,0,11,2021,2,2021,1,2,16
2/16/21,Massachusetts,2.2777,2211979493,456000000,0,0,0,12,2021,2,2021,1,2,16
2/16/21,Minnesota,2.2777,1146367120,400000000,84438283.22,0,0,13,2021,2,2021,1,2,16
2/16/21,Nevada,2.2777,171414855.6,155654441,14758137.46,0,0,14,2021,2,2021,1,2,16
2/16/21,New Jersey,2.2777,830442404.1,500000000,136870000,0,0,15,2021,2,2021,1,2,16
2/16/21,New Mexico,2.2777,206541148.9,125000000,343218.09,0,0,16,2021,2,2021,1,2,16
2/16/21,New York,2.2777,9801266794,1000000000,263481530.9,0,0,17,2021,2,2021,1,2,16
2/16/21,Ohio,2.2777,1453570399,125000000,14189000,0,0,18,2021,2,2021,1,2,16
2/16/21,Pennsylvania,2.2777,1137942464,500000000,44486421.25,0,0,19,2021,2,2021,1,2,16
2/16/21,Texas,2.2777,6382899615,500000000,0,0,0,20,2021,2,2021,1,2,16
2/16/21,Virgin Islands,2.2777,92318712.2,6000000,2576289,0,0,21,2021,2,2021,1,2,16
2/16/21,Virginia,2.2777,0,30000000,0,0,0,22,2021,2,2021,1,2,16
2/16/21,West Virginia,2.2777,157086393,125000000,338877.16,0,0,23,2021,2,2021,1,2,16
2/12/21,California,2.2777,18996752481,2500000000,793000000,0,0,1,2021,2,2021,1,2,12
2/12/21,Colorado,2.2777,823006583.2,500000000,0,0,0,2,2021,2,2021,1,2,12
2/12/21,Connecticut,2.2777,577224940.9,100000000,8150460.86,0,0,3,2021,2,2021,1,2,12
2/12/21,District of Columbia,2.2777,0,14000000,0,0,0,4,2021,2,2021,1,2,12
2/12/21,Georgia,2.2777,50000000,105000000,29500000,0,0,5,2021,2,2021,1,2,12
2/12/21,Hawaii,2.2777,692825741.9,230065000,15064221.17,0,0,6,2021,2,2021,1,2,12
2/12/21,Illinois,2.2777,3735531909,490000000,83331402.5,0,0,7,2021,2,2021,1,2,12
2/12/21,Indiana,2.2777,0,120000000,0,0,0,8,2021,2,2021,1,2,12
2/12/21,Kentucky,2.2777,505745328.5,350000000,0,0,0,9,2021,2,2021,1,2,12
2/12/21,Louisiana,2.2777,133460334.3,100000000,0,0,0,10,2021,2,2021,1,2,12
2/12/21,Maryland,2.2777,0,150000000,0,0,0,11,2021,2,2021,1,2,12
2/12/21,Massachusetts,2.2777,2211979493,456000000,0,0,0,12,2021,2,2021,1,2,12
2/12/21,Minnesota,2.2777,1147391722,400000000,84438283.22,0,0,13,2021,2,2021,1,2,12
2/12/21,Nevada,2.2777,171414855.6,155654441,14758137.46,0,0,14,2021,2,2021,1,2,12
2/12/21,New Jersey,2.2777,802755164.1,500000000,107252000,0,0,15,2021,2,2021,1,2,12
2/12/21,New Mexico,2.2777,206197930.8,125000000,0,0,0,16,2021,2,2021,1,2,12
2/12/21,New York,2.2777,9715172382,1000000000,177387119.4,0,0,17,2021,2,2021,1,2,12
2/12/21,Ohio,2.2777,1453570399,125000000,14189000,0,0,18,2021,2,2021,1,2,12
2/12/21,Pennsylvania,2.2777,1137942464,500000000,44486421.25,0,0,19,2021,2,2021,1,2,12
2/12/21,Texas,2.2777,6382899615,500000000,0,0,0,20,2021,2,2021,1,2,12
2/12/21,Virgin Islands,2.2777,92022530.2,6000000,2280107,0,0,21,2021,2,2021,1,2,12
2/12/21,Virginia,2.2777,0,30000000,0,0,0,22,2021,2,2021,1,2,12
2/12/21,West Virginia,2.2777,157086393,125000000,338877.16,0,0,23,2021,2,2021,1,2,12
2/11/21,California,2.2777,18981219230,2500000000,769000000,0,0,1,2021,2,2021,1,2,11
2/11/21,Colorado,2.2777,823006583.2,500000000,0,0,0,2,2021,2,2021,1,2,11
2/11/21,Connecticut,2.2777,577224940.9,100000000,8150460.86,0,0,3,2021,2,2021,1,2,11
2/11/21,District of Columbia,2.2777,0,14000000,0,0,0,4,2021,2,2021,1,2,11
2/11/21,Georgia,2.2777,42500000,105000000,22000000,0,0,5,2021,2,2021,1,2,11
2/11/21,Hawaii,2.2777,692363152,230065000,14434524.28,0,0,6,2021,2,2021,1,2,11
2/11/21,Illinois,2.2777,3735531909,490000000,83331402.5,0,0,7,2021,2,2021,1,2,11
2/11/21,Indiana,2.2777,0,120000000,0,0,0,8,2021,2,2021,1,2,11
2/11/21,Kentucky,2.2777,505745328.5,350000000,0,0,0,9,2021,2,2021,1,2,11
2/11/21,Louisiana,2.2777,133460334.3,100000000,0,0,0,10,2021,2,2021,1,2,11
2/11/21,Maryland,2.2777,0,150000000,0,0,0,11,2021,2,2021,1,2,11
2/11/21,Massachusetts,2.2777,2211979493,456000000,0,0,0,12,2021,2,2021,1,2,11
2/11/21,Minnesota,2.2777,1140396734,400000000,77218283.22,0,0,13,2021,2,2021,1,2,11
2/11/21,Nevada,2.2777,171414855.6,155654441,14758137.46,0,0,14,2021,2,2021,1,2,11
2/11/21,New Jersey,2.2777,800275181,500000000,103754000,0,0,15,2021,2,2021,1,2,11
2/11/21,New Mexico,2.2777,206197930.8,125000000,0,0,0,16,2021,2,2021,1,2,11
2/11/21,New York,2.2777,9709965044,1000000000,172179780.9,0,0,17,2021,2,2021,1,2,11
2/11/21,Ohio,2.2777,1453570399,125000000,14189000,0,0,18,2021,2,2021,1,2,11
2/11/21,Pennsylvania,2.2777,1137942464,500000000,44486421.25,0,0,19,2021,2,2021,1,2,11
2/11/21,Texas,2.2777,6382899615,500000000,0,0,0,20,2021,2,2021,1,2,11
2/11/21,Virgin Islands,2.2777,92022530.2,6000000,2280107,0,0,21,2021,2,2021,1,2,11
2/11/21,Virginia,2.2777,0,30000000,0,0,0,22,2021,2,2021,1,2,11
2/11/21,West Virginia,2.2777,157086393,125000000,338877.16,0,0,23,2021,2,2021,1,2,11
2/10/21,California,2.2777,18766446026,2500000000,535000000,0,0,1,2021,2,2021,1,2,10
2/10/21,Colorado,2.2777,823006583.2,500000000,0,0,0,2,2021,2,2021,1,2,10
2/10/21,Connecticut,2.2777,577224940.9,100000000,8150460.86,0,0,3,2021,2,2021,1,2,10
2/10/21,District of Columbia,2.2777,0,14000000,0,0,0,4,2021,2,2021,1,2,10
2/10/21,Georgia,2.2777,39500000,105000000,19000000,0,0,5,2021,2,2021,1,2,10
2/10/21,Hawaii,2.2777,691727281.8,230065000,13701779.9,0,0,6,2021,2,2021,1,2,10
2/10/21,Illinois,2.2777,3717583136,490000000,65382629.82,0,0,7,2021,2,2021,1,2,10
2/10/21,Indiana,2.2777,0,120000000,0,0,0,8,2021,2,2021,1,2,10
2/10/21,Kentucky,2.2777,505745328.5,350000000,0,0,0,9,2021,2,2021,1,2,10
2/10/21,Louisiana,2.2777,133460334.3,100000000,0,0,0,10,2021,2,2021,1,2,10
2/10/21,Maryland,2.2777,0,150000000,0,0,0,11,2021,2,2021,1,2,10
2/10/21,Massachusetts,2.2777,2211979493,456000000,0,0,0,12,2021,2,2021,1,2,10
2/10/21,Minnesota,2.2777,1132981734,400000000,69078283.22,0,0,13,2021,2,2021,1,2,10
2/10/21,Nevada,2.2777,171414855.6,155654441,14758137.46,0,0,14,2021,2,2021,1,2,10
2/10/21,New Jersey,2.2777,793799026.2,500000000,95565000,0,0,15,2021,2,2021,1,2,10
2/10/21,New Mexico,2.2777,206197930.8,125000000,0,0,0,16,2021,2,2021,1,2,10
2/10/21,New York,2.2777,9700419821,1000000000,162634558.3,0,0,17,2021,2,2021,1,2,10
2/10/21,Ohio,2.2777,1453570399,125000000,14189000,0,0,18,2021,2,2021,1,2,10
2/10/21,Pennsylvania,2.2777,1137942464,500000000,44486421.25,0,0,19,2021,2,2021,1,2,10
2/10/21,Texas,2.2777,6382899615,500000000,0,0,0,20,2021,2,2021,1,2,10
2/10/21,Virgin Islands,2.2777,91380179.2,6000000,1637756,0,0,21,2021,2,2021,1,2,10
2/10/21,Virginia,2.2777,0,30000000,0,0,0,22,2021,2,2021,1,2,10
2/10/21,West Virginia,2.2777,157086393,125000000,338877.16,0,0,23,2021,2,2021,1,2,10
2/9/21,California,2.2777,18760931372,2500000000,512000000,0,0,1,2021,2,2021,1,2,9
2/9/21,Colorado,2.2777,823006583.2,500000000,0,0,0,2,2021,2,2021,1,2,9
2/9/21,Connecticut,2.2777,577224940.9,100000000,8150460.86,0,0,3,2021,2,2021,1,2,9
2/9/21,District of Columbia,2.2777,0,14000000,0,0,0,4,2021,2,2021,1,2,9
2/9/21,Georgia,2.2777,20500000,105000000,0,0,0,5,2021,2,2021,1,2,9
2/9/21,Hawaii,2.2777,690653712.9,230065000,12524883.27,0,0,6,2021,2,2021,1,2,9
2/9/21,Illinois,2.2777,3691415869,490000000,39215362.47,0,0,7,2021,2,2021,1,2,9
2/9/21,Indiana,2.2777,0,120000000,0,0,0,8,2021,2,2021,1,2,9
2/9/21,Kentucky,2.2777,505745328.5,350000000,0,0,0,9,2021,2,2021,1,2,9
2/9/21,Louisiana,2.2777,133460334.3,100000000,0,0,0,10,2021,2,2021,1,2,9
2/9/21,Maryland,2.2777,0,150000000,0,0,0,11,2021,2,2021,1,2,9
2/9/21,Massachusetts,2.2777,2211979493,456000000,0,0,0,12,2021,2,2021,1,2,9
2/9/21,Minnesota,2.2777,1109848943,400000000,45845492.16,0,0,13,2021,2,2021,1,2,9
2/9/21,Nevada,2.2777,171414855.6,155654441,14758137.46,0,0,14,2021,2,2021,1,2,9
2/9/21,New Jersey,2.2777,791547906.2,500000000,84139000,0,0,15,2021,2,2021,1,2,9
2/9/21,New Mexico,2.2777,206197930.8,125000000,0,0,0,16,2021,2,2021,1,2,9
2/9/21,New York,2.2777,9685089800,1000000000,147304536.9,0,0,17,2021,2,2021,1,2,9
2/9/21,Ohio,2.2777,1453570399,125000000,14189000,0,0,18,2021,2,2021,1,2,9
2/9/21,Pennsylvania,2.2777,1137942464,500000000,44486421.25,0,0,19,2021,2,2021,1,2,9
2/9/21,Texas,2.2777,6382899615,500000000,0,0,0,20,2021,2,2021,1,2,9
2/9/21,Virgin Islands,2.2777,91380179.2,6000000,1637756,0,0,21,2021,2,2021,1,2,9
2/9/21,Virginia,2.2777,0,30000000,0,0,0,22,2021,2,2021,1,2,9
2/9/21,West Virginia,2.2777,157086393,125000000,338877.16,0,0,23,2021,2,2021,1,2,9
2/8/21,California,2.2777,18710198622,2500000000,439500000,0,0,1,2021,2,2021,1,2,8
2/8/21,Colorado,2.2777,823006583.2,500000000,0,0,0,2,2021,2,2021,1,2,8
2/8/21,Connecticut,2.2777,577224940.9,100000000,8150460.86,0,0,3,2021,2,2021,1,2,8
2/8/21,District of Columbia,2.2777,0,14000000,0,0,0,4,2021,2,2021,1,2,8
2/8/21,Georgia,2.2777,20500000,105000000,0,0,0,5,2021,2,2021,1,2,8
2/8/21,Hawaii,2.2777,688997748.8,230065000,10082003.94,0,0,6,2021,2,2021,1,2,8
2/8/21,Illinois,2.2777,3662737626,490000000,10537119.29,0,0,7,2021,2,2021,1,2,8
2/8/21,Indiana,2.2777,0,120000000,0,0,0,8,2021,2,2021,1,2,8
2/8/21,Kentucky,2.2777,505745328.5,350000000,0,0,0,9,2021,2,2021,1,2,8
2/8/21,Louisiana,2.2777,133460334.3,100000000,0,0,0,10,2021,2,2021,1,2,8
2/8/21,Maryland,2.2777,0,150000000,0,0,0,11,2021,2,2021,1,2,8
2/8/21,Massachusetts,2.2777,2211979493,456000000,0,0,0,12,2021,2,2021,1,2,8
2/8/21,Minnesota,2.2777,1110055621,400000000,45845492.16,0,0,13,2021,2,2021,1,2,8
2/8/21,Nevada,2.2777,171414855.6,155654441,14758137.46,0,0,14,2021,2,2021,1,2,8
2/8/21,New Jersey,2.2777,781624826.2,500000000,73442000,0,0,15,2021,2,2021,1,2,8
2/8/21,New Mexico,2.2777,206197930.8,125000000,0,0,0,16,2021,2,2021,1,2,8
2/8/21,New York,2.2777,9663438159,1000000000,125652896.4,0,0,17,2021,2,2021,1,2,8
2/8/21,Ohio,2.2777,1453570399,125000000,14189000,0,0,18,2021,2,2021,1,2,8
2/8/21,Pennsylvania,2.2777,1137942464,500000000,44486421.25,0,0,19,2021,2,2021,1,2,8
2/8/21,Texas,2.2777,6382899615,500000000,0,0,0,20,2021,2,2021,1,2,8
2/8/21,Virgin Islands,2.2777,91380179.2,6000000,1637756,0,0,21,2021,2,2021,1,2,8
2/8/21,Virginia,2.2777,0,30000000,0,0,0,22,2021,2,2021,1,2,8
2/8/21,West Virginia,2.2777,157086393,125000000,338877.16,0,0,23,2021,2,2021,1,2,8
2/5/21,California,2.2777,18531018090,2500000000,251000000,0,0,1,2021,2,2021,1,2,5
2/5/21,Colorado,2.2777,823006583.2,500000000,0,0,0,2,2021,2,2021,1,2,5
2/5/21,Connecticut,2.2777,577224940.9,100000000,8150460.86,0,0,3,2021,2,2021,1,2,5
2/5/21,District of Columbia,2.2777,0,14000000,0,0,0,4,2021,2,2021,1,2,5
2/5/21,Georgia,2.2777,20500000,105000000,0,0,0,5,2021,2,2021,1,2,5
2/5/21,Hawaii,2.2777,687834738.6,230065000,8855225.18,0,0,6,2021,2,2021,1,2,5
2/5/21,Illinois,2.2777,3661021048,490000000,8820541.93,0,0,7,2021,2,2021,1,2,5
2/5/21,Indiana,2.2777,0,120000000,0,0,0,8,2021,2,2021,1,2,5
2/5/21,Kentucky,2.2777,505745328.5,350000000,0,0,0,9,2021,2,2021,1,2,5
2/5/21,Louisiana,2.2777,133460334.3,100000000,0,0,0,10,2021,2,2021,1,2,5
2/5/21,Maryland,2.2777,0,150000000,0,0,0,11,2021,2,2021,1,2,5
2/5/21,Massachusetts,2.2777,2211979493,456000000,0,0,0,12,2021,2,2021,1,2,5
2/5/21,Minnesota,2.2777,1110430621,400000000,45845492.16,0,0,13,2021,2,2021,1,2,5
2/5/21,Nevada,2.2777,171414855.6,155654441,14758137.46,0,0,14,2021,2,2021,1,2,5
2/5/21,New Jersey,2.2777,763729106.2,500000000,53788000,0,0,15,2021,2,2021,1,2,5
2/5/21,New Mexico,2.2777,206197930.8,125000000,0,0,0,16,2021,2,2021,1,2,5
2/5/21,New York,2.2777,9597734280,1000000000,59949017.25,0,0,17,2021,2,2021,1,2,5
2/5/21,Ohio,2.2777,1453570399,125000000,14189000,0,0,18,2021,2,2021,1,2,5
2/5/21,Pennsylvania,2.2777,1137942464,500000000,44486421.25,0,0,19,2021,2,2021,1,2,5
2/5/21,Texas,2.2777,6382899615,500000000,0,0,0,20,2021,2,2021,1,2,5
2/5/21,Virgin Islands,2.2777,91142125.2,6000000,1399702,0,0,21,2021,2,2021,1,2,5
2/5/21,Virginia,2.2777,0,30000000,0,0,0,22,2021,2,2021,1,2,5
2/5/21,West Virginia,2.2777,157086393,125000000,338877.16,0,0,23,2021,2,2021,1,2,5
2/4/21,California,2.2777,18536037409,2500000000,244000000,0,0,1,2021,2,2021,1,2,4
2/4/21,Colorado,2.2777,823006583.2,500000000,0,0,0,2,2021,2,2021,1,2,4
2/4/21,Connecticut,2.2777,577224940.9,100000000,8150460.86,0,0,3,2021,2,2021,1,2,4
2/4/21,District of Columbia,2.2777,0,14000000,0,0,0,4,2021,2,2021,1,2,4
2/4/21,Georgia,2.2777,20500000,105000000,0,0,0,5,2021,2,2021,1,2,4
2/4/21,Hawaii,2.2777,687932626.1,230065000,8855225.18,0,0,6,2021,2,2021,1,2,4
2/4/21,Illinois,2.2777,3652200506,490000000,0,0,0,7,2021,2,2021,1,2,4
2/4/21,Indiana,2.2777,0,120000000,0,0,0,8,2021,2,2021,1,2,4
2/4/21,Kentucky,2.2777,505745328.5,350000000,0,0,0,9,2021,2,2021,1,2,4
2/4/21,Louisiana,2.2777,133460334.3,100000000,0,0,0,10,2021,2,2021,1,2,4
2/4/21,Maryland,2.2777,0,150000000,0,0,0,11,2021,2,2021,1,2,4
2/4/21,Massachusetts,2.2777,2211979493,456000000,0,0,0,12,2021,2,2021,1,2,4
2/4/21,Minnesota,2.2777,1097795795,400000000,33145492.16,0,0,13,2021,2,2021,1,2,4
2/4/21,Nevada,2.2777,171414855.6,155654441,14758137.46,0,0,14,2021,2,2021,1,2,4
2/4/21,New Jersey,2.2777,760343326.2,500000000,45088000,0,0,15,2021,2,2021,1,2,4
2/4/21,New Mexico,2.2777,206197930.8,125000000,0,0,0,16,2021,2,2021,1,2,4
2/4/21,New York,2.2777,9595553696,1000000000,57768433.28,0,0,17,2021,2,2021,1,2,4
2/4/21,Ohio,2.2777,1453570399,125000000,14189000,0,0,18,2021,2,2021,1,2,4
2/4/21,Pennsylvania,2.2777,1137942464,500000000,44486421.25,0,0,19,2021,2,2021,1,2,4
2/4/21,Texas,2.2777,6382899615,500000000,0,0,0,20,2021,2,2021,1,2,4
2/4/21,Virgin Islands,2.2777,91042125.2,6000000,1299702,0,0,21,2021,2,2021,1,2,4
2/4/21,Virginia,2.2777,0,30000000,0,0,0,22,2021,2,2021,1,2,4
2/4/21,West Virginia,2.2777,157086393,125000000,338877.16,0,0,23,2021,2,2021,1,2,4
2/3/21,California,2.2777,18665012476,2500000000,244000000,0,0,1,2021,2,2021,1,2,3
2/3/21,Colorado,2.2777,823006583.2,500000000,0,0,0,2,2021,2,2021,1,2,3
2/3/21,Connecticut,2.2777,577224940.9,100000000,8150460.86,0,0,3,2021,2,2021,1,2,3
2/3/21,District of Columbia,2.2777,0,14000000,0,0,0,4,2021,2,2021,1,2,3
2/3/21,Georgia,2.2777,20500000,105000000,0,0,0,5,2021,2,2021,1,2,3
2/3/21,Hawaii,2.2777,688487773.4,230065000,8855225.18,0,0,6,2021,2,2021,1,2,3
2/3/21,Illinois,2.2777,3652200506,490000000,0,0,0,7,2021,2,2021,1,2,3
2/3/21,Indiana,2.2777,0,120000000,0,0,0,8,2021,2,2021,1,2,3
2/3/21,Kentucky,2.2777,505745328.5,350000000,0,0,0,9,2021,2,2021,1,2,3
2/3/21,Louisiana,2.2777,133460334.3,100000000,0,0,0,10,2021,2,2021,1,2,3
2/3/21,Maryland,2.2777,0,150000000,0,0,0,11,2021,2,2021,1,2,3
2/3/21,Massachusetts,2.2777,2211979493,456000000,0,0,0,12,2021,2,2021,1,2,3
2/3/21,Minnesota,2.2777,1092247870,400000000,27445492.16,0,0,13,2021,2,2021,1,2,3
2/3/21,Nevada,2.2777,171414855.6,155654441,14758137.46,0,0,14,2021,2,2021,1,2,3
2/3/21,New Jersey,2.2777,759405963.1,500000000,36864000,0,0,15,2021,2,2021,1,2,3
2/3/21,New Mexico,2.2777,206197930.8,125000000,0,0,0,16,2021,2,2021,1,2,3
2/3/21,New York,2.2777,9613748408,1000000000,57768433.28,0,0,17,2021,2,2021,1,2,3
2/3/21,Ohio,2.2777,1453570399,125000000,14189000,0,0,18,2021,2,2021,1,2,3
2/3/21,Pennsylvania,2.2777,1137942464,500000000,44486421.25,0,0,19,2021,2,2021,1,2,3
2/3/21,Texas,2.2777,6382899615,500000000,0,0,0,20,2021,2,2021,1,2,3
2/3/21,Virgin Islands,2.2777,91032033.2,6000000,1289610,0,0,21,2021,2,2021,1,2,3
2/3/21,Virginia,2.2777,0,30000000,0,0,0,22,2021,2,2021,1,2,3
2/3/21,West Virginia,2.2777,157086393,125000000,338877.16,0,0,23,2021,2,2021,1,2,3
2/2/21,California,2.2777,18813935614,2500000000,244000000,0,0,1,2021,2,2021,1,2,2
2/2/21,Colorado,2.2777,823006583.2,500000000,0,0,0,2,2021,2,2021,1,2,2
2/2/21,Connecticut,2.2777,576042281.9,100000000,6967801.82,0,0,3,2021,2,2021,1,2,2
2/2/21,District of Columbia,2.2777,0,14000000,0,0,0,4,2021,2,2021,1,2,2
2/2/21,Georgia,2.2777,20500000,105000000,0,0,0,5,2021,2,2021,1,2,2
2/2/21,Hawaii,2.2777,684576860.6,230065000,4577634,0,0,6,2021,2,2021,1,2,2
2/2/21,Illinois,2.2777,3652200506,490000000,0,0,0,7,2021,2,2021,1,2,2
2/2/21,Indiana,2.2777,0,120000000,0,0,0,8,2021,2,2021,1,2,2
2/2/21,Kentucky,2.2777,505745328.5,350000000,0,0,0,9,2021,2,2021,1,2,2
2/2/21,Louisiana,2.2777,133460334.3,100000000,0,0,0,10,2021,2,2021,1,2,2
2/2/21,Maryland,2.2777,0,150000000,0,0,0,11,2021,2,2021,1,2,2
2/2/21,Massachusetts,2.2777,2211979493,456000000,0,0,0,12,2021,2,2021,1,2,2
2/2/21,Minnesota,2.2777,1064802378,400000000,0,0,0,13,2021,2,2021,1,2,2
2/2/21,Nevada,2.2777,171414855.6,155654441,14758137.46,0,0,14,2021,2,2021,1,2,2
2/2/21,New Jersey,2.2777,751245653.1,500000000,26790000,0,0,15,2021,2,2021,1,2,2
2/2/21,New Mexico,2.2777,206197930.8,125000000,0,0,0,16,2021,2,2021,1,2,2
2/2/21,New York,2.2777,9609122073,1000000000,53142098.05,0,0,17,2021,2,2021,1,2,2
2/2/21,Ohio,2.2777,1453570399,125000000,14189000,0,0,18,2021,2,2021,1,2,2
2/2/21,Pennsylvania,2.2777,1136199307,500000000,42743264.25,0,0,19,2021,2,2021,1,2,2
2/2/21,Texas,2.2777,6382899615,500000000,0,0,0,20,2021,2,2021,1,2,2
2/2/21,Virgin Islands,2.2777,90742423.2,6000000,1000000,0,0,21,2021,2,2021,1,2,2
2/2/21,Virginia,2.2777,0,30000000,0,0,0,22,2021,2,2021,1,2,2
2/2/21,West Virginia,2.2777,157086393,125000000,338877.16,0,0,23,2021,2,2021,1,2,2
2/1/21,California,2.2777,18748959557,2500000000,121000000,0,0,1,2021,2,2021,1,2,1
2/1/21,Colorado,2.2777,823006583.2,500000000,0,0,0,2,2021,2,2021,1,2,1
2/1/21,Connecticut,2.2777,569074480,100000000,0,0,0,3,2021,2,2021,1,2,1
2/1/21,District of Columbia,2.2777,0,14000000,0,0,0,4,2021,2,2021,1,2,1
2/1/21,Georgia,2.2777,20500000,105000000,0,0,0,5,2021,2,2021,1,2,1
2/1/21,Hawaii,2.2777,693594436.5,230065000,1822276,0,0,6,2021,2,2021,1,2,1
2/1/21,Illinois,2.2777,3652200506,490000000,0,0,0,7,2021,2,2021,1,2,1
2/1/21,Indiana,2.2777,0,120000000,0,0,0,8,2021,2,2021,1,2,1
2/1/21,Kentucky,2.2777,505745328.5,350000000,0,0,0,9,2021,2,2021,1,2,1
2/1/21,Louisiana,2.2777,133460334.3,100000000,0,0,0,10,2021,2,2021,1,2,1
2/1/21,Maryland,2.2777,0,150000000,0,0,0,11,2021,2,2021,1,2,1
2/1/21,Massachusetts,2.2777,2211979493,456000000,0,0,0,12,2021,2,2021,1,2,1
2/1/21,Minnesota,2.2777,1070927378,400000000,0,0,0,13,2021,2,2021,1,2,1
2/1/21,Nevada,2.2777,169249707.6,155654441,12592989.37,0,0,14,2021,2,2021,1,2,1
2/1/21,New Jersey,2.2777,751944253.1,500000000,19079000,0,0,15,2021,2,2021,1,2,1
2/1/21,New Mexico,2.2777,206197930.8,125000000,0,0,0,16,2021,2,2021,1,2,1
2/1/21,New York,2.2777,9655590144,1000000000,53142098.05,0,0,17,2021,2,2021,1,2,1
2/1/21,Ohio,2.2777,1453570399,125000000,14189000,0,0,18,2021,2,2021,1,2,1
2/1/21,Pennsylvania,2.2777,1132098086,500000000,38642043.48,0,0,19,2021,2,2021,1,2,1
2/1/21,Texas,2.2777,6382899615,500000000,0,0,0,20,2021,2,2021,1,2,1
2/1/21,Virgin Islands,2.2777,90742423.2,6000000,1000000,0,0,21,2021,2,2021,1,2,1
2/1/21,Virginia,2.2777,0,30000000,0,0,0,22,2021,2,2021,1,2,1
2/1/21,West Virginia,2.2777,157086393,125000000,338877.16,0,0,23,2021,2,2021,1,2,1
1/29/21,California,2.2777,18647441078,2600000000,1102493200,0,0,1,2021,2,2021,1,1,29
1/29/21,Colorado,2.2777,823006583.2,500000000,73586028.12,0,0,2,2021,2,2021,1,1,29
1/29/21,Connecticut,2.2777,569074480,150000000,63092815.38,0,0,3,2021,2,2021,1,1,29
1/29/21,Georgia,2.2777,20500000,350000000,20500000,0,0,4,2021,2,2021,1,1,29
1/29/21,Hawaii,2.2777,693618276.2,230065000,24859866,0,0,5,2021,2,2021,1,1,29
1/29/21,Illinois,2.2777,3652200506,515000000,337866220.7,0,0,6,2021,2,2021,1,1,29
1/29/21,Indiana,2.2777,0,120000000,0,0,0,7,2021,2,2021,1,1,29
1/29/21,Kentucky,2.2777,505745328.5,350000000,0,0,0,8,2021,2,2021,1,1,29
1/29/21,Louisiana,2.2777,133460334.3,100000000,0,0,0,9,2021,2,2021,1,1,29
1/29/21,Maryland,2.2777,0,150000000,0,0,0,10,2021,2,2021,1,1,29
1/29/21,Massachusetts,2.2777,2211979493,360000000,10757748.49,0,0,11,2021,2,2021,1,1,29
1/29/21,Minnesota,2.2777,1120065850,400000000,184961260.6,0,0,12,2021,2,2021,1,1,29
1/29/21,Nevada,2.2777,156656718.2,175538921,94707779.09,0,0,13,2021,2,2021,1,1,29
1/29/21,New Jersey,2.2777,946012883.1,500000000,246211500,0,0,14,2021,2,2021,1,1,29
1/29/21,New Mexico,2.2777,206197930.8,100000000,0,0,0,15,2021,2,2021,1,1,29
