Record Date,State Name,Interest Rate Percent,Outstanding Advance Balance,Advance Authorization Current Month,Gross Advance Draws Current Month,Interest Accrued Fiscal Year to Date,Interest Paid Amount,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
12/9/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,12,9
12/9/21,Illinois,2.2777,4476908272,330000000,28414766.23,19341267.35,0.55,5,2022,1,2021,4,12,9
12/9/21,Massachusetts,2.2777,2268015460,0,0,9907120.21,0,6,2022,1,2021,4,12,9
12/9/21,Minnesota,2.2777,1089575932,175000000,30843000,4768014.28,35056.4,7,2022,1,2021,4,12,9
12/9/21,New Jersey,2.2777,516204842.4,300000000,62219493,2003101.57,1.17,8,2022,1,2021,4,12,9
12/9/21,New York*,2.2777,9184158558,700000000,64223991.81,39923840.14,0,9,2022,1,2021,4,12,9
12/9/21,Pennsylvania,2.2777,730230148.1,275000000,24197049.57,3394540.91,0,10,2022,1,2021,4,12,9
12/9/21,Texas,2.2777,0,0,0,19767040.04,4895.4,11,2022,1,2021,4,12,9
12/9/21,Virgin Islands,2.2777,94813918.62,0,0,417792.43,235.02,12,2022,1,2021,4,12,9
12/9/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,12,9
12/8/21,California,2.2777,19383460146,900000000,128624543.3,84086990.14,0,1,2022,1,2021,4,12,8
12/8/21,Colorado,2.2777,1014167919,200000000,0,4366790.29,0,2,2022,1,2021,4,12,8
12/8/21,Connecticut,2.2777,519562468.7,100000000,11019662.28,2264820.68,0,3,2022,1,2021,4,12,8
12/8/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,12,8
12/8/21,Illinois,2.2777,4470649669,330000000,22156163.83,19062286.77,0.55,5,2022,1,2021,4,12,8
12/8/21,Massachusetts,2.2777,2268015460,0,0,9765589.92,0,6,2022,1,2021,4,12,8
12/8/21,Minnesota,2.2777,1087033932,175000000,28301000,4700180.44,35056.4,7,2022,1,2021,4,12,8
12/8/21,New Jersey,2.2777,508082892.4,300000000,54072543,1971395.82,1.17,8,2022,1,2021,4,12,8
12/8/21,New York*,2.2777,9180714499,700000000,60729717.91,39350938.67,0,9,2022,1,2021,4,12,8
12/8/21,Pennsylvania,2.2777,730163065.3,275000000,23102766.71,3348976.77,0,10,2022,1,2021,4,12,8
12/8/21,Texas,2.2777,0,0,0,19767040.04,4895.4,11,2022,1,2021,4,12,8
12/8/21,Virgin Islands,2.2777,94813918.62,0,0,411875.78,235.02,12,2022,1,2021,4,12,8
12/8/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,12,8
12/7/21,California,2.2777,19368838468,900000000,111476963.3,82878322.34,0,1,2022,1,2021,4,12,7
12/7/21,Colorado,2.2777,1014167919,200000000,0,4303503.53,0,2,2022,1,2021,4,12,7
12/7/21,Connecticut,2.2777,517911919.8,100000000,9369113.38,2232501.6,0,3,2022,1,2021,4,12,7
12/7/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,12,7
12/7/21,Illinois,2.2777,4461552104,330000000,13058598.67,18783873.86,0.55,5,2022,1,2021,4,12,7
12/7/21,Massachusetts,2.2777,2268015460,0,0,9624059.6,0,6,2022,1,2021,4,12,7
12/7/21,Minnesota,2.2777,1079971916,175000000,20784000,4632787.26,35056.4,7,2022,1,2021,4,12,7
12/7/21,New Jersey,2.2777,497497911.8,300000000,43380543,1940350.57,1.17,8,2022,1,2021,4,12,7
12/7/21,New York*,2.2777,9176462006,700000000,56477224.66,38778302.7,0,9,2022,1,2021,4,12,7
12/7/21,Pennsylvania,2.2777,728360163.8,275000000,21299865.27,3303525.13,0,10,2022,1,2021,4,12,7
12/7/21,Texas,2.2777,0,0,0,19767040.04,4895.4,11,2022,1,2021,4,12,7
12/7/21,Virgin Islands,2.2777,94813918.62,0,0,405959.17,235.02,12,2022,1,2021,4,12,7
12/7/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,12,7
12/6/21,California,2.2777,19352210959,900000000,89303668.92,81670692.12,0,1,2022,1,2021,4,12,6
12/6/21,Colorado,2.2777,1014167919,200000000,0,4240216.69,0,2,2022,1,2021,4,12,6
12/6/21,Connecticut,2.2777,510834764.8,100000000,2291958.38,2200624.11,0,3,2022,1,2021,4,12,6
12/6/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,12,6
12/6/21,Illinois,2.2777,4452282510,330000000,3789004.17,18506039.41,0.55,5,2022,1,2021,4,12,6
12/6/21,Massachusetts,2.2777,2268015460,0,0,9482529.3,0,6,2022,1,2021,4,12,6
12/6/21,Minnesota,2.2777,1071891916,175000000,12704000,4565898.33,35056.4,7,2022,1,2021,4,12,6
12/6/21,New Jersey,2.2777,489840911.8,300000000,35701543,1909783.19,1.17,8,2022,1,2021,4,12,6
12/6/21,New York*,2.2777,9166347070,700000000,46362289.02,38206297.84,0,9,2022,1,2021,4,12,6
12/6/21,Pennsylvania,2.2777,724646254.4,275000000,17585955.86,3258305.22,0,10,2022,1,2021,4,12,6
12/6/21,Texas,2.2777,0,0,0,19767040.04,4895.4,11,2022,1,2021,4,12,6
12/6/21,Virgin Islands,2.2777,94813918.62,0,0,400042.47,235.02,12,2022,1,2021,4,12,6
12/6/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,12,6
12/3/21,California,2.2777,19312013680,900000000,46255515.92,78055326.71,0,1,2022,1,2021,4,12,3
12/3/21,Colorado,2.2777,1014167919,200000000,0,4050356.22,0,2,2022,1,2021,4,12,3
12/3/21,Connecticut,2.2777,510632537.8,100000000,2089731.38,2105029.53,0,3,2022,1,2021,4,12,3
12/3/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,12,3
12/3/21,Illinois,2.2777,4451595188,330000000,3101682.9,17672664.73,0.55,5,2022,1,2021,4,12,3
12/3/21,Massachusetts,2.2777,2268015460,0,0,9057938.47,0,6,2022,1,2021,4,12,3
12/3/21,Minnesota,2.2777,1074957105,175000000,11229000,4364657.67,35056.4,7,2022,1,2021,4,12,3
12/3/21,New Jersey,2.2777,477560293,300000000,23394543,1820380.02,1.17,8,2022,1,2021,4,12,3
12/3/21,New York*,2.2777,9140720799,700000000,20736018.09,36495080.89,0,9,2022,1,2021,4,12,3
12/3/21,Pennsylvania,2.2777,714065142.6,275000000,6840654,3124626.44,0,10,2022,1,2021,4,12,3
12/3/21,Texas,2.2777,0,0,0,19767040.04,4895.4,11,2022,1,2021,4,12,3
12/3/21,Virgin Islands,2.2777,94813918.62,0,0,382292.61,235.02,12,2022,1,2021,4,12,3
12/3/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,12,3
12/2/21,California,2.2777,19302064589,900000000,33768822.91,76850825.77,0,1,2022,1,2021,4,12,2
12/2/21,Colorado,2.2777,1014167919,200000000,0,3987069.47,0,2,2022,1,2021,4,12,2
12/2/21,Connecticut,2.2777,510363097.4,100000000,1820291,2073181.51,0,3,2022,1,2021,4,12,2
12/2/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,12,2
12/2/21,Illinois,2.2777,4448493506,330000000,0,17395066.69,0.55,5,2022,1,2021,4,12,2
12/2/21,Massachusetts,2.2777,2268015460,0,0,8916408.18,0,6,2022,1,2021,4,12,2
12/2/21,Minnesota,2.2777,1074298339,175000000,9641000,4297618.53,35056.4,7,2022,1,2021,4,12,2
12/2/21,New Jersey,2.2777,469906095.6,300000000,15526543,1791056.61,1.17,8,2022,1,2021,4,12,2
12/2/21,New York*,2.2777,9135306884,700000000,15222562.92,35925013.08,0,9,2022,1,2021,4,12,2
12/2/21,Pennsylvania,2.2777,713838881.5,275000000,5624292.97,3080080.97,0,10,2022,1,2021,4,12,2
12/2/21,Texas,2.2777,0,0,0,19767040.04,4895.4,11,2022,1,2021,4,12,2
12/2/21,Virgin Islands,2.2777,94813918.62,0,0,376376.02,235.02,12,2022,1,2021,4,12,2
12/2/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,12,2
12/1/21,California,2.2777,19290922025,900000000,21589543.43,75647020.19,0,1,2022,1,2021,4,12,1
12/1/21,Colorado,2.2777,1014167919,200000000,0,3923782.57,0,2,2022,1,2021,4,12,1
12/1/21,Connecticut,2.2777,510363097.4,100000000,1820291,2041333.5,0,3,2022,1,2021,4,12,1
12/1/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,12,1
12/1/21,Illinois,2.2777,4448493506,330000000,0,17117468.76,0.55,5,2022,1,2021,4,12,1
12/1/21,Massachusetts,2.2777,2268015460,0,0,8774877.84,0,6,2022,1,2021,4,12,1
12/1/21,Minnesota,2.2777,1073884596,175000000,7173000,4230605.22,35056.4,7,2022,1,2021,4,12,1
12/1/21,New Jersey,2.2777,462516552.6,300000000,8107000,1762194.39,1.17,8,2022,1,2021,4,12,1
12/1/21,New York*,2.2777,9124742214,700000000,4657892.19,35355604.58,0,9,2022,1,2021,4,12,1
12/1/21,Pennsylvania,2.2777,711522188,275000000,3269699.45,3035680.05,0,10,2022,1,2021,4,12,1
12/1/21,Texas,2.2777,0,0,0,19767040.04,4895.4,11,2022,1,2021,4,12,1
12/1/21,Virgin Islands,2.2777,94813918.62,0,0,370459.25,235.02,12,2022,1,2021,4,12,1
12/1/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,12,1
11/30/21,California,2.2777,19273062319,700000000,58107448.75,74444329.03,0,1,2022,1,2021,4,11,30
11/30/21,Colorado,2.2777,1014167919,200000000,0,3860495.78,0,2,2022,1,2021,4,11,30
11/30/21,Connecticut,2.2777,508542806.4,100000000,26301371.32,2009599.03,0,3,2022,1,2021,4,11,30
11/30/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,11,30
11/30/21,Illinois,2.2777,4448493506,138000000,0,16839870.71,0.55,5,2022,1,2021,4,11,30
11/30/21,Massachusetts,2.2777,2268015460,0,0,8633347.6,0,6,2022,1,2021,4,11,30
11/30/21,Minnesota,2.2777,1067548164,175000000,69086786,4163987.3,35056.4,7,2022,1,2021,4,11,30
11/30/21,New Jersey,2.2777,454642841.6,300000000,197460061.4,1733823.38,1.17,8,2022,1,2021,4,11,30
11/30/21,New York*,2.2777,9120084322,700000000,160225464.6,34786486.63,0,9,2022,1,2021,4,11,30
11/30/21,Pennsylvania,2.2777,712239788.6,300000000,106653546.8,2991234.39,0,10,2022,1,2021,4,11,30
11/30/21,Texas,2.2777,0,220000000,133612453.3,19767040.04,4895.4,11,2022,1,2021,4,11,30
11/30/21,Virgin Islands,2.2777,94813918.62,0,0,364542.61,235.02,12,2022,1,2021,4,11,30
11/30/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,11,30
11/29/21,California,2.2777,19254487783,700000000,34847821.4,73242797.03,0,1,2022,1,2021,4,11,29
11/29/21,Colorado,2.2777,1014167919,200000000,0,3797209.05,0,2,2022,1,2021,4,11,29
11/29/21,Connecticut,2.2777,501624092.4,100000000,19382657.32,1978296.29,0,3,2022,1,2021,4,11,29
11/29/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,11,29
11/29/21,Illinois,2.2777,4448493506,138000000,0,16562272.66,0.55,5,2022,1,2021,4,11,29
11/29/21,Massachusetts,2.2777,2268015460,0,0,8491817.29,0,6,2022,1,2021,4,11,29
11/29/21,Minnesota,2.2777,1058482760,175000000,60002786,4097935.18,35056.4,7,2022,1,2021,4,11,29
11/29/21,New Jersey,2.2777,446666264.7,300000000,189454061.4,1705950.18,1.17,8,2022,1,2021,4,11,29
11/29/21,New York*,2.2777,9111086267,700000000,151227409.6,34217930.23,0,9,2022,1,2021,4,11,29
11/29/21,Pennsylvania,2.2777,688200290.8,300000000,82015043.81,2948288.82,0,10,2022,1,2021,4,11,29
11/29/21,Texas,2.2777,0,220000000,133612453.3,19767040.04,4895.4,11,2022,1,2021,4,11,29
11/29/21,Virgin Islands,2.2777,94813918.62,0,0,358625.94,235.02,12,2022,1,2021,4,11,29
11/29/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,11,29
11/26/21,California,2.2777,19257348084,700000000,31346829.12,69637665.47,0,1,2022,1,2021,4,11,26
11/26/21,Colorado,2.2777,1014167919,200000000,0,3607348.53,0,2,2022,1,2021,4,11,26
11/26/21,Connecticut,2.2777,500391732.3,100000000,18150297.25,1884618.93,0,3,2022,1,2021,4,11,26
11/26/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,11,26
11/26/21,Illinois,2.2777,4448493506,138000000,0,15729478.68,0.55,5,2022,1,2021,4,11,26
11/26/21,Massachusetts,2.2777,2268015460,0,0,8067226.43,0,6,2022,1,2021,4,11,26
11/26/21,Minnesota,2.2777,1057261696,175000000,58349786,3900007.21,35056.4,7,2022,1,2021,4,11,26
11/26/21,New Jersey,2.2777,441601834.1,300000000,184363061.4,1623278.79,1.17,8,2022,1,2021,4,11,26
11/26/21,New York*,2.2777,9085884081,700000000,125988753.1,32516979.24,0,9,2022,1,2021,4,11,26
11/26/21,Pennsylvania,2.2777,688257989.2,300000000,82015043.81,2819441.32,0,10,2022,1,2021,4,11,26
11/26/21,Texas,2.2777,0,220000000,133612453.3,19767040.04,4895.4,11,2022,1,2021,4,11,26
11/26/21,Virgin Islands,2.2777,94813918.62,0,0,340876.1,235.02,12,2022,1,2021,4,11,26
11/26/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,11,26
11/24/21,California,2.2777,19257348084,700000000,31346829.12,67234244.46,0,1,2022,1,2021,4,11,24
11/24/21,Colorado,2.2777,1014167919,200000000,0,3480774.93,0,2,2022,1,2021,4,11,24
11/24/21,Connecticut,2.2777,499384673.5,100000000,17143238.43,1822293.06,0,3,2022,1,2021,4,11,24
11/24/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,11,24
11/24/21,Illinois,2.2777,4448493506,138000000,0,15174282.76,0.55,5,2022,1,2021,4,11,24
11/24/21,Massachusetts,2.2777,2268015460,0,0,7784165.86,0,6,2022,1,2021,4,11,24
11/24/21,Minnesota,2.2777,1056171696,175000000,57259786,3768191.23,35056.4,7,2022,1,2021,4,11,24
11/24/21,New Jersey,2.2777,441626834.1,300000000,184363061.4,1568161.39,1.17,8,2022,1,2021,4,11,24
11/24/21,New York*,2.2777,9083222552,700000000,123327224.6,31383343.95,0,9,2022,1,2021,4,11,24
11/24/21,Pennsylvania,2.2777,688339089.2,300000000,82015043.81,2733532.93,0,10,2022,1,2021,4,11,24
11/24/21,Texas,2.2777,0,220000000,133612453.3,19767040.04,4895.4,11,2022,1,2021,4,11,24
11/24/21,Virgin Islands,2.2777,94813918.62,0,0,329042.74,235.02,12,2022,1,2021,4,11,24
11/24/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,11,24
11/23/21,California,2.2777,19260110235,700000000,29678982.12,66032361.55,0,1,2022,1,2021,4,11,23
11/23/21,Colorado,2.2777,1014167919,200000000,0,3417488.11,0,2,2022,1,2021,4,11,23
11/23/21,Connecticut,2.2777,497703630.7,100000000,15462195.65,1791235.01,0,3,2022,1,2021,4,11,23
11/23/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,11,23
11/23/21,Illinois,2.2777,4448493506,138000000,0,14896684.68,0.55,5,2022,1,2021,4,11,23
11/23/21,Massachusetts,2.2777,2268015460,0,0,7642635.59,0,6,2022,1,2021,4,11,23
11/23/21,Minnesota,2.2777,1051166957,175000000,51459786,3702595.6,35056.4,7,2022,1,2021,4,11,23
11/23/21,New Jersey,2.2777,442148541,300000000,184363061.4,1540570.12,1.17,8,2022,1,2021,4,11,23
11/23/21,New York*,2.2777,9078506498,700000000,118611169.9,30816820.64,0,9,2022,1,2021,4,11,23
11/23/21,Pennsylvania,2.2777,686470959.3,300000000,79871813.97,2690695.27,0,10,2022,1,2021,4,11,23
11/23/21,Texas,2.2777,0,220000000,133612453.3,19767040.04,4895.4,11,2022,1,2021,4,11,23
11/23/21,Virgin Islands,2.2777,94813918.62,0,0,323126.12,235.02,12,2022,1,2021,4,11,23
11/23/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,11,23
11/22/21,California,2.2777,19261430911,700000000,27690828.19,64830396.3,0,1,2022,1,2021,4,11,22
11/22/21,Colorado,2.2777,1014167919,200000000,0,3354201.32,0,2,2022,1,2021,4,11,22
11/22/21,Connecticut,2.2777,490840725.9,100000000,8599290.79,1760605.21,0,3,2022,1,2021,4,11,22
11/22/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,11,22
11/22/21,Illinois,2.2777,4448493506,138000000,0,14619086.68,0.55,5,2022,1,2021,4,11,22
11/22/21,Massachusetts,2.2777,2268015460,0,0,7501105.28,0,6,2022,1,2021,4,11,22
11/22/21,Minnesota,2.2777,1044468957,175000000,44761786,3637417.9,35056.4,7,2022,1,2021,4,11,22
11/22/21,New Jersey,2.2777,433722541,300000000,175902061.4,1513504.65,1.17,8,2022,1,2021,4,11,22
11/22/21,New York*,2.2777,9066899475,700000000,107004147.7,30251021.65,0,9,2022,1,2021,4,11,22
11/22/21,Pennsylvania,2.2777,685231789.3,300000000,78027059.89,2647934.92,0,10,2022,1,2021,4,11,22
11/22/21,Texas,2.2777,5793380598,220000000,122955443.3,19405517.48,4895.4,11,2022,1,2021,4,11,22
11/22/21,Virgin Islands,2.2777,94813918.62,0,0,317209.45,235.02,12,2022,1,2021,4,11,22
11/22/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,11,22
11/19/21,California,2.2777,19260529297,700000000,25347190.86,61224669.16,0,1,2022,1,2021,4,11,19
11/19/21,Colorado,2.2777,1014167919,200000000,0,3164340.83,0,2,2022,1,2021,4,11,19
11/19/21,Connecticut,2.2777,489943470,100000000,7702034.91,1668883.83,0,3,2022,1,2021,4,11,19
11/19/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,11,19
11/19/21,Illinois,2.2777,4448493506,138000000,0,13786292.56,0.55,5,2022,1,2021,4,11,19
11/19/21,Massachusetts,2.2777,2268015460,0,0,7076514.45,0,6,2022,1,2021,4,11,19
11/19/21,Minnesota,2.2777,1044476190,175000000,44082786,3441883.51,35056.4,7,2022,1,2021,4,11,19
11/19/21,New Jersey,2.2777,419209541,300000000,161359061.4,1435025.22,1.17,8,2022,1,2021,4,11,19
11/19/21,New York*,2.2777,9044535940,700000000,84640611.76,28557811.21,0,9,2022,1,2021,4,11,19
11/19/21,Pennsylvania,2.2777,684548165.5,300000000,77343436.04,2519782.03,0,10,2022,1,2021,4,11,19
11/19/21,Texas,2.2777,5791327811,220000000,120445333.2,18321333.98,4895.4,11,2022,1,2021,4,11,19
11/19/21,Virgin Islands,2.2777,94813918.62,0,0,299459.55,235.02,12,2022,1,2021,4,11,19
11/19/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,11,19
11/18/21,California,2.2777,19270419095,700000000,24221284.06,60022142.99,0,1,2022,1,2021,4,11,18
11/18/21,Colorado,2.2777,1014167919,200000000,0,3101053.93,0,2,2022,1,2021,4,11,18
11/18/21,Connecticut,2.2777,489560744.3,100000000,7318816.01,1638333.9,0,3,2022,1,2021,4,11,18
11/18/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,11,18
11/18/21,Illinois,2.2777,4448493506,138000000,0,13508694.62,0.55,5,2022,1,2021,4,11,18
11/18/21,Massachusetts,2.2777,2268015460,0,0,6934984.16,0,6,2022,1,2021,4,11,18
11/18/21,Minnesota,2.2777,1045529656,175000000,42808786,3376639.64,35056.4,7,2022,1,2021,4,11,18
11/18/21,New Jersey,2.2777,408542159,300000000,150527061.4,1409531.08,1.17,8,2022,1,2021,4,11,18
11/18/21,New York*,2.2777,9041844946,700000000,81946507.23,27993575.75,0,9,2022,1,2021,4,11,18
11/18/21,Pennsylvania,2.2777,684838364.2,300000000,77229134.72,2477046.26,0,10,2022,1,2021,4,11,18
11/18/21,Texas,2.2777,5785515954,220000000,113964610.7,17960302.19,4895.4,11,2022,1,2021,4,11,18
11/18/21,Virgin Islands,2.2777,95663394.51,0,0,293489.87,235.02,12,2022,1,2021,4,11,18
11/18/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,11,18
11/17/21,California,2.2777,19270256429,700000000,23082922.87,58819626.96,0,1,2022,1,2021,4,11,17
11/17/21,Colorado,2.2777,1014167919,200000000,0,3037767.13,0,2,2022,1,2021,4,11,17
11/17/21,Connecticut,2.2777,488748862.3,100000000,6506934.01,1607834.7,0,3,2022,1,2021,4,11,17
11/17/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,11,17
11/17/21,Illinois,2.2777,4448493506,138000000,0,13231096.59,0.55,5,2022,1,2021,4,11,17
11/17/21,Massachusetts,2.2777,2268015460,0,0,6793453.85,0,6,2022,1,2021,4,11,17
11/17/21,Minnesota,2.2777,1043648869,175000000,40782786,3311513.14,35056.4,7,2022,1,2021,4,11,17
11/17/21,New Jersey,2.2777,399324984.5,300000000,141039061.4,1384612.13,1.17,8,2022,1,2021,4,11,17
11/17/21,New York*,2.2777,9038523743,700000000,78625304.47,27429547.41,0,9,2022,1,2021,4,11,17
11/17/21,Pennsylvania,2.2777,684369874.5,300000000,75497245.02,2434339.71,0,10,2022,1,2021,4,11,17
11/17/21,Texas,2.2777,5779841062,220000000,107432774.9,17599624.49,4895.4,11,2022,1,2021,4,11,17
11/17/21,Virgin Islands,2.2777,95663394.51,0,0,287520.2,235.02,12,2022,1,2021,4,11,17
11/17/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,11,17
11/16/21,California,2.2777,19273096388,700000000,21162923.37,57616933.69,0,1,2022,1,2021,4,11,16
11/16/21,Colorado,2.2777,1014167919,200000000,0,2974480.35,0,2,2022,1,2021,4,11,16
11/16/21,Connecticut,2.2777,488011693.8,100000000,5769765.51,1577381.41,0,3,2022,1,2021,4,11,16
11/16/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,11,16
11/16/21,Illinois,2.2777,4448493506,138000000,0,12953498.54,0.55,5,2022,1,2021,4,11,16
11/16/21,Massachusetts,2.2777,2268015460,0,0,6651923.56,0,6,2022,1,2021,4,11,16
11/16/21,Minnesota,2.2777,1039838364,175000000,35906786,3246624.45,35056.4,7,2022,1,2021,4,11,16
11/16/21,New Jersey,2.2777,390206731.5,300000000,131890061.4,1360262.18,1.17,8,2022,1,2021,4,11,16
11/16/21,New York*,2.2777,9034111271,700000000,74212832.61,26865794.42,0,9,2022,1,2021,4,11,16
11/16/21,Pennsylvania,2.2777,682676051.7,300000000,72312022.27,2391738.9,0,10,2022,1,2021,4,11,16
11/16/21,Texas,2.2777,5772278092,220000000,98503189.5,17239418.72,4895.4,11,2022,1,2021,4,11,16
11/16/21,Virgin Islands,2.2777,95663394.51,0,0,281550.59,235.02,12,2022,1,2021,4,11,16
11/16/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,11,16
11/15/21,California,2.2777,19275882926,700000000,19064947.87,56414066.54,0,1,2022,1,2021,4,11,15
11/15/21,Colorado,2.2777,1014167919,200000000,0,2911193.57,0,2,2022,1,2021,4,11,15
11/15/21,Connecticut,2.2777,482975711.4,100000000,733783.09,1547242.41,0,3,2022,1,2021,4,11,15
11/15/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,11,15
11/15/21,Illinois,2.2777,4448493506,138000000,0,12675900.57,0.55,5,2022,1,2021,4,11,15
11/15/21,Massachusetts,2.2777,2268015460,0,0,6510393.2,0,6,2022,1,2021,4,11,15
11/15/21,Minnesota,2.2777,1034889695,175000000,29572786,3182044.51,35056.4,7,2022,1,2021,4,11,15
11/15/21,New Jersey,2.2777,382649124.8,300000000,122947675.4,1336383.85,1.17,8,2022,1,2021,4,11,15
11/15/21,New York*,2.2777,9015481161,700000000,55508047.14,26303204.12,0,9,2022,1,2021,4,11,15
11/15/21,Pennsylvania,2.2777,701995206.6,300000000,67299577.15,2347932.48,0,10,2022,1,2021,4,11,15
11/15/21,Texas,2.2777,5762723537,220000000,88012794.52,16879809.34,4895.4,11,2022,1,2021,4,11,15
11/15/21,Virgin Islands,2.2777,95663394.51,0,0,275580.93,235.02,12,2022,1,2021,4,11,15
11/15/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,11,15
11/12/21,California,2.2777,19299600519,700000000,15894818.37,52801025.04,0,1,2022,1,2021,4,11,12
11/12/21,Colorado,2.2777,1014167919,200000000,0,2721333.1,0,2,2022,1,2021,4,11,12
11/12/21,Connecticut,2.2777,482241928.3,100000000,0,1456962.83,0,3,2022,1,2021,4,11,12
11/12/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,11,12
11/12/21,Illinois,2.2777,4448493506,138000000,0,11843106.62,0.55,5,2022,1,2021,4,11,12
11/12/21,Massachusetts,2.2777,2268015460,0,0,6085802.39,0,6,2022,1,2021,4,11,12
11/12/21,Minnesota,2.2777,1033078656,175000000,27491786,2988643.77,35056.4,7,2022,1,2021,4,11,12
11/12/21,New Jersey,2.2777,377318198.9,300000000,109503675.4,1265746.82,1.17,8,2022,1,2021,4,11,12
11/12/21,New York*,2.2777,8991291143,700000000,31318028.85,24619961.6,0,9,2022,1,2021,4,11,12
11/12/21,Pennsylvania,2.2777,685865114.3,300000000,50378884.85,2219532.98,0,10,2022,1,2021,4,11,12
11/12/21,Texas,2.2777,5757427249,220000000,80174508.33,15801972.16,4895.4,11,2022,1,2021,4,11,12
11/12/21,Virgin Islands,2.2777,95663394.51,0,0,257671.93,235.02,12,2022,1,2021,4,11,12
11/12/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,11,12
11/10/21,California,2.2777,19312021201,700000000,14814079.92,50390780.46,0,1,2022,1,2021,4,11,10
11/10/21,Colorado,2.2777,1014167919,200000000,0,2594759.51,0,2,2022,1,2021,4,11,10
11/10/21,Connecticut,2.2777,482241928.3,100000000,0,1396776.47,0,3,2022,1,2021,4,11,10
11/10/21,Hawaii,2.2777,0,65000000,0,19584.53,18455.52,4,2022,1,2021,4,11,10
11/10/21,Illinois,2.2777,4448493506,138000000,0,11287910.58,0.55,5,2022,1,2021,4,11,10
11/10/21,Massachusetts,2.2777,2268015460,0,0,5802741.82,0,6,2022,1,2021,4,11,10
11/10/21,Minnesota,2.2777,1031397656,175000000,25810786,2859919.79,35056.4,7,2022,1,2021,4,11,10
11/10/21,New Jersey,2.2777,352395136.9,300000000,82859000,1221766.01,1.17,8,2022,1,2021,4,11,10
11/10/21,New York*,2.2777,8991114206,700000000,31141092.24,23497821.99,0,9,2022,1,2021,4,11,10
11/10/21,Pennsylvania,2.2777,685865114.3,300000000,50378884.85,2133933.34,0,10,2022,1,2021,4,11,10
11/10/21,Texas,2.2777,5751525349,220000000,73099239.14,15084150.77,4895.4,11,2022,1,2021,4,11,10
11/10/21,Virgin Islands,2.2777,95663394.51,0,0,245732.65,235.02,12,2022,1,2021,4,11,10
11/10/21,West Virginia,2.2777,0,0,0,0,0,13,2022,1,2021,4,11,10
11/9/21,California,2.2777,19314225247,700000000,13042004.92,49185520.69,0,1,2022,1,2021,4,11,9
11/9/21,Colorado,2.2777,1014167919,200000000,0,2531472.63,0,2,2022,1,2021,4,11,9
